SAMPID	SMATSSCR	SMCENTER	SMRIN	SMTS	SMTSD	SMUBRID	SMTSISCH	SMTSPAX	SMNABTCH	SMNABTCHT	SMNABTCHD	SMGEBTCH	SMGEBTCHD	SMGEBTCHT	SMAFRZE	SMGTC	SME2MPRT	SMCHMPRS	SMNTRART	SMNUMGPS	SMMAPRT	SMEXNCRT	SM550NRM	SMGNSDTC	SMUNMPRT	SM350NRM	SMRDLGTH	SMMNCPB	SME1MMRT	SMSFLGTH	SMESTLBS	SMMPPD	SMNTERRT	SMRRNANM	SMRDTTL	SMVQCFL	SMMNCV	SMTRSCPT	SMMPPDPR	SMCGLGTH	SMGAPPCT	SMUNPDRD	SMNTRNRT	SMMPUNRT	SMEXPEFF	SMMPPDUN	SME2MMRT	SME2ANTI	SMALTALG	SME2SNSE	SMMFLGTH	SME1ANTI	SMSPLTRD	SMBSMMRT	SME1SNSE	SME1PCTS	SMRRNART	SME1MPRT	SMNUM5CD	SMDPMPRT	SME2PCTS
GTEX-ZAB5-0004-SM-4YUWZ	NA	B1	NA	Blood	Whole Blood	0013756	-42	NA	BP-35489	DNA isolation_Whole Blood_QIAGEN Puregene (Manual)	01/28/2013	GTEx_Option_1_OM25_01	10/25/2013	Illumina OMNI SNP Array	OMNI		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GTEX-ZAB5-0004-SM-53UBI	NA	B1	NA	Blood	Whole Blood	0013756	-42	NA	BP-35489	DNA isolation_Whole Blood_QIAGEN Puregene (Manual)	01/28/2013	LCSET-4411	12/15/2013	Standard Exome Sequencing v3 (ICE)	WES		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GTEX-ZAB5-0004-SM-6UH3A	NA	B1	NA	Blood	Whole Blood	0013756	-42	NA	BP-35489	DNA isolation_Whole Blood_QIAGEN Puregene (Manual)	01/28/2013	LCSET-6032	09/19/2014	PCR+ 30x Coverage WGS v2 (HiSeqX)	WGS		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GTEX-ZAB5-0126-SM-5CVMT	0	B1	8.4	Heart	Heart - Atrial Appendage	0006631	168	666	BP-45390	RNA Extraction from Paxgene-derived Lysate Plate Based	11/01/2013	LCSET-4633	02/15/2014	TruSeq.v1	RNASEQ		0.986614	194459	0.978071	NA	0.991008	0.84026	NA	22165	1	NA	76	NA	0.00457824	155	0	73828600	0.0216023	1703460	74498400	13835200	NA	22182	36637300	NA	NA	0	0.13781	0.991008	0.832705	73828600	0.00717246	15923600	11846600	15916600	172	15861200	11778800	0.0058696	16251500	50.6077	0.0228656	0.995403	NA	0	49.989
GTEX-ZAB5-0226-SM-5CVMH	0	B1	7.5	Heart	Heart - Left Ventricle	0006566	166	669	BP-45390	RNA Extraction from Paxgene-derived Lysate Plate Based	11/01/2013	LCSET-4633	02/15/2014	TruSeq.v1	RNASEQ		0.98736	259907	0.983911	NA	0.990801	0.855506	NA	20846	1	NA	76	NA	0.00458422	195	0	80061400	0.0158509	2177300	80804700	14856600	NA	20856	39765500	NA	NA	0	0.128405	0.990801	0.847637	80061400	0.00649071	17654900	18211600	17580900	224	17492800	13004400	0.00553416	17963600	50.6639	0.0269452	0.994242	NA	0	49.895
GTEX-ZAB5-2026-SM-5L3EQ	1	B1	7	Blood Vessel	Artery - Tibial	0007610	228	617	BP-45485	RNA Extraction from Paxgene-derived Lysate Plate Based	11/05/2013	LCSET-4822	03/23/2014	TruSeq.v1	RNASEQ		0.986584	228481	0.975088	NA	0.990947	0.832086	NA	20916	1	NA	76	NA	0.00301054	150	0	69198000	0.0244708	396782	69830200	6920400	NA	20928	34346100	NA	NA	0	0.143002	0.990947	0.824553	69198000	0.00432253	14800200	5245650	14876900	153	14921100	13668300	0.00366365	15033800	50.1882	0.00568209	0.995309	NA	0	50.1292
GTEX-ZAB5-2726-SM-5J2NH	1	B1	7.5	Blood Vessel	Artery - Coronary	0001621	278	570	BP-45485	RNA Extraction from Paxgene-derived Lysate Plate Based	11/05/2013	LCSET-4817	03/22/2014	TruSeq.v1	RNASEQ		0.984541	172307	0.981758	NA	0.988623	0.85863	NA	21260	1	NA	76	NA	0.00400941	156	0	77580200	0.0180304	2344350	78473000	4215990	NA	21274	38517500	NA	NA	0	0.123128	0.988623	0.848861	77580200	0.00588298	16949500	11935700	17218500	200	17073600	11257200	0.00494233	17367500	50.4267	0.0298747	0.992704	NA	0	50.3936
GTEX-ZAJG-0001-SM-4YUUW	NA	C1	NA	Blood	Whole Blood	0013756	534	NA	BP-35551	DNA isolation_Whole Blood_QIAGEN Puregene (Manual)	01/29/2013	GTEx_Option_1_OM25_01	10/25/2013	Illumina OMNI SNP Array	OMNI		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GTEX-ZAJG-0001-SM-53IUC	NA	C1	NA	Blood	Whole Blood	0013756	534	NA	BP-35551	DNA isolation_Whole Blood_QIAGEN Puregene (Manual)	01/29/2013	LCSET-4316	12/15/2013	Standard Exome Sequencing v3 (ICE)	WES		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GTEX-ZAJG-0001-SM-6UH3R	NA	C1	NA	Blood	Whole Blood	0013756	534	NA	BP-35551	DNA isolation_Whole Blood_QIAGEN Puregene (Manual)	01/29/2013	LCSET-6235	10/01/2014	PCR+ 30x Coverage WGS v2 (HiSeqX)	WGS		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GTEX-ZAJG-0826-SM-5PNVA	1	C1	6.4	Heart	Heart - Left Ventricle	0006566	788	564	BP-45374	RNA Extraction from Paxgene-derived Lysate Plate Based	10/31/2013	LCSET-4917	03/27/2014	TruSeq.v1	RNASEQ		0.993205	163268	0.976448	NA	0.9945	0.839624	NA	21306	1	NA	76	NA	0.00277489	153	0	71015900	0.0234113	5283730	71408700	6261130	NA	21322	35390900	NA	NA	0	0.136825	0.9945	0.835006	71015900	0.00377716	15683400	9488060	15745200	191	15644100	8854700	0.00327537	15866900	50.3535	0.0739928	0.995795	NA	0	50.0984
GTEX-ZAJG-0926-SM-5Q5AB	1	C1	5.9	Heart	Heart - Atrial Appendage	0006631	790	563	BP-45374	RNA Extraction from Paxgene-derived Lysate Plate Based	10/31/2013	LCSET-4952	03/29/2014	TruSeq.v1	RNASEQ		0.9916	175828	0.976388	NA	0.993676	0.808865	NA	22267	1	NA	76	NA	0.00260311	150	0	70494000	0.0234457	4061950	70942700	4944790	NA	22287	35083800	NA	NA	0	0.167523	0.993676	0.80375	70494000	0.00368707	15287800	8878220	15318700	176	15235300	9202660	0.00314396	15500500	50.4315	0.0572568	0.995752	NA	0	50.0505
GTEX-ZAJG-1226-SM-5S2MH	1	C1	7.2	Blood Vessel	Artery - Aorta	0001496	801	554	BP-42024	RNA isolation_PAXgene Tissue miRNA	08/07/2013	LCSET-4981,LCSET-4988	03/31/2014	TruSeq.v1	RNASEQ		0.990714	413715	0.974168	NA	0.992508	0.784513	NA	21218	1	NA	76	NA	0.00218095	131	0	57486000	0.0252265	150899	57919900	4148960	NA	21233	28543600	NA	NA	0	0.189655	0.992508	0.778636	57486000	0.00326282	12485700	7319410	12642300	140	12613200	9809750	0.00272091	12621700	50.017	0.0026053	0.994302	NA	0	50.3115
GTEX-ZAK1-0426-SM-5J1MS	0	C1	6.8	Blood Vessel	Artery - Tibial	0007610	733	1275	BP-45485	RNA Extraction from Paxgene-derived Lysate Plate Based	11/05/2013	LCSET-4816	03/22/2014	TruSeq.v1	RNASEQ		0.989081	184065	0.975003	NA	0.990756	0.830253	NA	22419	1	NA	76	NA	0.00390067	174	0	85901300	0.0246172	313798	86702700	4644370	NA	22447	42706400	NA	NA	0	0.144751	0.990756	0.822578	85901300	0.00470537	18425700	6531450	18556400	190	18536400	16774000	0.00430234	18588100	50.0697	0.00361924	0.992432	NA	0	50.1767
GTEX-ZAK1-1126-SM-5PNXU	1	C1	7	Heart	Heart - Atrial Appendage	0006631	791	1221	BP-45374	RNA Extraction from Paxgene-derived Lysate Plate Based	10/31/2013	LCSET-4918	03/29/2014	TruSeq.v1	RNASEQ		0.99293	291247	0.974864	NA	0.993528	0.776741	NA	23978	1	NA	76	NA	0.00301053	271	0	124607000	0.0248098	1302840	125419000	3623720	NA	24021	62073200	NA	NA	0	0.198123	0.993528	0.771714	124607000	0.00336999	26967700	10663600	26973600	319	26951500	22914500	0.00319015	27063900	50.1041	0.010388	0.994127	NA	0	50.0055
GTEX-ZAK1-1226-SM-5Q5AA	1	C1	6.5	Blood Vessel	Artery - Aorta	0001496	792	1221	BP-45374	RNA Extraction from Paxgene-derived Lysate Plate Based	10/31/2013	LCSET-4952	03/29/2014	TruSeq.v1	RNASEQ		0.98971	195626	0.969539	NA	0.991749	0.749313	NA	22120	1	NA	76	NA	0.00208426	124	0	62985400	0.0300523	93860	63509400	4631420	NA	22145	31294100	NA	NA	0	0.220227	0.991749	0.74313	62985400	0.00321704	13510900	4761720	13584900	140	13568700	10223000	0.00264948	13651400	50.152	0.00147789	0.993787	NA	0	50.1364
GTEX-ZAKK-0001-SM-DK2JI	NA	B1	NA	Blood	Whole Blood	0013756	-221	NA	BP-35551	DNA isolation_Whole Blood_QIAGEN Puregene (Manual)	01/29/2013	LCSET-10424	01/28/2017	Standard Exome Sequencing v5 (ICE)	WES		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GTEX-ZAKK-0001-SM-DLIO8	NA	B1	NA	Blood	Whole Blood	0013756	-221	NA	BP-35551	DNA isolation_Whole Blood_QIAGEN Puregene (Manual)	01/29/2013	LCSET-10442	01/23/2017	PCR-Free 30x Coverage WGS v1 (HiSeqX)	WGS		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GTEX-ZAKK-0426-SM-5EGHB	0	B1	6.3	Blood Vessel	Artery - Tibial	0007610	40	1125	BP-45390	RNA Extraction from Paxgene-derived Lysate Plate Based	11/01/2013	LCSET-4764	02/09/2014	TruSeq.v1	RNASEQ		0.984844	156417	0.971735	NA	0.989637	0.81776	NA	22818	1	NA	76	NA	0.00247053	130	0	60596000	0.0279229	313402	61230500	9379810	NA	22833	30078900	NA	NA	0	0.153975	0.989637	0.809286	60596000	0.00579035	13077200	5857310	13220900	139	13257300	10809100	0.0041224	13313300	50.1052	0.0051184	0.994431	NA	0	50.2732
GTEX-ZC5H-0003-SM-4YUW1	NA	B1	NA	Blood	Whole Blood	0013756	206	NA	BP-35633	DNA isolation_Whole Blood_QIAGEN Puregene (Manual)	01/31/2013	GTEx_Option_1_OM25_01	10/25/2013	Illumina OMNI SNP Array	OMNI		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GTEX-ZC5H-0003-SM-53UAR	NA	B1	NA	Blood	Whole Blood	0013756	206	NA	BP-35633	DNA isolation_Whole Blood_QIAGEN Puregene (Manual)	01/31/2013	LCSET-4411	12/15/2013	Standard Exome Sequencing v3 (ICE)	WES		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GTEX-ZC5H-0003-SM-6UH3C	NA	B1	NA	Blood	Whole Blood	0013756	206	NA	BP-35633	DNA isolation_Whole Blood_QIAGEN Puregene (Manual)	01/31/2013	LCSET-6032	09/19/2014	PCR+ 30x Coverage WGS v2 (HiSeqX)	WGS		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GTEX-ZC5H-0004-SM-4WAXK	NA	B1	9	Blood	Cells - EBV-transformed lymphocytes	EFO_0000572	206	NA	BP-38039	RNA isolation_Trizol Manual (Cell Pellet)	04/22/2013	LCSET-4162	10/14/2013	TruSeq.v1	RNASEQ		0.986838	1238930	0.934258	NA	0.990347	0.818558	NA	19566	1	NA	76	NA	0.00209378	141	0	67871800	0.0652023	466725	68533400	6355790	NA	19578	33719100	NA	NA	0	0.1157	0.990347	0.810657	67871800	0.00294235	14487200	37260100	14723000	136	14816300	16708200	0.00251656	14650200	49.7182	0.00681019	0.993857	NA	0	50.4036
GTEX-ZC5H-0005-SM-4WAXM	NA	B1	8.8	Blood	Whole Blood	0013756	206	NA	BP-35689	RNA isolation_PAXgene Blood RNA (Manual)	02/01/2013	LCSET-4162	10/14/2013	TruSeq.v1	RNASEQ		0.95268	1022190	0.956844	NA	0.955775	0.794258	NA	16167	1	NA	76	NA	0.00226612	87	0	91551200	0.0409049	241089	95787400	9406300	NA	16170	45420000	NA	NA	0	0.162587	0.955775	0.759132	91551200	0.00338166	21273600	196255000	21579000	132	21609900	26502500	0.00282208	21568200	49.9517	0.00251692	0.958871	NA	0	50.3563
GTEX-ZC5H-0426-SM-5HL9R	0	B1	7.9	Blood Vessel	Artery - Tibial	0007610	218	485	BP-45395	RNA Extraction from Paxgene-derived Lysate Plate Based	11/01/2013	LCSET-4807	02/28/2014	TruSeq.v1	RNASEQ		0.990342	249925	0.973515	NA	0.99301	0.820747	NA	21190	1	NA	76	NA	0.00200541	164	0	72184100	0.0261373	328694	72692200	6962400	NA	21209	35903500	NA	NA	0	0.152769	0.99301	0.815009	72184100	0.0029665	15508100	6588980	15615000	167	15608900	14022300	0.00248467	15693900	50.1359	0.00452172	0.995677	NA	0	50.1718
GTEX-ZC5H-1026-SM-5CVN1	1	B1	6.9	Blood Vessel	Artery - Aorta	0001496	257	446	BP-45390	RNA Extraction from Paxgene-derived Lysate Plate Based	11/01/2013	LCSET-4633	02/15/2014	TruSeq.v1	RNASEQ		0.984799	277029	0.977499	NA	0.989498	0.836316	NA	21634	1	NA	76	NA	0.00473432	133	0	68271700	0.0221077	134695	68996300	12483100	NA	21646	33833400	NA	NA	0	0.141183	0.989498	0.827533	68271700	0.00754522	14774300	7321560	14915100	143	14995500	13464000	0.00613309	15002800	50.0121	0.00195221	0.994198	NA	0	50.2371
GTEX-ZDTS-0001-SM-4WAXW	NA	C1	10	Blood	Cells - EBV-transformed lymphocytes	EFO_0000572	505	NA	BP-38039	RNA isolation_Trizol Manual (Cell Pellet)	04/22/2013	LCSET-4162	10/14/2013	TruSeq.v1	RNASEQ		0.989739	917969	0.943687	NA	0.991792	0.796278	NA	20174	1	NA	76	NA	0.00224317	134	0	63631700	0.0554401	388517	64158400	5376840	NA	20192	31633900	NA	NA	0	0.147409	0.991792	0.789742	63631700	0.00301046	13785800	25260200	13899800	131	13955000	13969200	0.00262602	13867400	49.8426	0.00605559	0.993845	NA	0	50.2058
GTEX-ZDTS-0002-SM-4YUVC	NA	C1	NA	Blood	Whole Blood	0013756	505	NA	BP-35714	DNA isolation_Whole Blood_QIAGEN Puregene (Manual)	02/04/2013	GTEx_Option_1_OM25_01	10/25/2013	Illumina OMNI SNP Array	OMNI		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GTEX-ZDTS-0002-SM-53UAQ	NA	C1	NA	Blood	Whole Blood	0013756	505	NA	BP-35714	DNA isolation_Whole Blood_QIAGEN Puregene (Manual)	02/04/2013	LCSET-4411	12/15/2013	Standard Exome Sequencing v3 (ICE)	WES		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GTEX-ZDTS-0002-SM-6UH3E	NA	C1	NA	Blood	Whole Blood	0013756	505	NA	BP-35714	DNA isolation_Whole Blood_QIAGEN Puregene (Manual)	02/04/2013	LCSET-6032	09/22/2014	PCR+ 30x Coverage WGS v2 (HiSeqX)	WGS		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GTEX-ZDTS-0006-SM-4WAYZ	NA	C1	9.5	Blood	Whole Blood	0013756	505	NA	BP-35729	RNA isolation_PAXgene Blood RNA (Manual)	02/04/2013	LCSET-4162	10/14/2013	TruSeq.v1	RNASEQ		0.985239	1845860	0.902773	NA	0.988036	0.662508	NA	19856	1	NA	76	NA	0.00266548	114	0	67066700	0.0961918	272885	67878800	6136330	NA	19870	33295800	NA	NA	0	0.240265	0.988036	0.654581	67066700	0.00376372	13884500	77903700	14106800	123	14165500	10439800	0.00321304	14070900	49.8326	0.00402018	0.990833	NA	0	50.3972
GTEX-ZDTS-0426-SM-4WAYH	1	C1	7.6	Blood Vessel	Artery - Tibial	0007610	635	558	BP-42528	RNA Extraction from Paxgene-derived Lysate Plate Based	08/21/2013	LCSET-4162	10/14/2013	TruSeq.v1	RNASEQ		0.989541	247190	0.976763	NA	0.992503	0.810536	NA	20417	1	NA	76	NA	0.00207868	122	0	52894300	0.0228575	258381	53293900	4721090	NA	20430	26289000	NA	NA	0	0.166228	0.992503	0.804459	52894300	0.00302469	11419700	5112410	11468400	126	11499200	9591100	0.00255027	11537300	50.0827	0.00484823	0.995466	NA	0	50.1066
GTEX-ZDTS-1226-SM-4WKGL	1	C1	6.7	Heart	Heart - Atrial Appendage	0006631	664	533	BP-42662	RNA Extraction from Paxgene-derived Lysate Plate Based	08/23/2013	LCSET-4170	10/28/2013	TruSeq.v1	RNASEQ		0.98899	348663	0.973961	NA	0.991744	0.817156	NA	21398	1	NA	76	NA	0.00205222	129	0	65994700	0.025715	1050780	66544100	5460640	NA	21412	32800700	NA	NA	0	0.156805	0.991744	0.810409	65994700	0.00301562	14095400	7205140	14185000	152	14195800	11888500	0.00253258	14252400	50.0994	0.0157907	0.994497	NA	0	50.1585
GTEX-ZDTS-1326-SM-4WKGX	1	C1	6.8	Heart	Heart - Left Ventricle	0006566	667	531	BP-42662	RNA Extraction from Paxgene-derived Lysate Plate Based	08/23/2013	LCSET-4170	10/28/2013	TruSeq.v1	EXCLUDE		0.990519	240580	0.980909	NA	0.993401	0.853814	NA	20767	1	NA	76	NA	0.00234954	265	0	78462000	0.0189514	4344780	78983200	6113280	NA	20781	39030000	NA	NA	0	0.127094	0.993401	0.84818	78462000	0.00328738	17408500	12984600	17633100	258	17682900	9800700	0.0028171	17572800	49.8438	0.055009	0.996283	NA	0	50.3205
GTEX-ZDTS-1326-SM-6LLHE	1	C1	6.8	Heart	Heart - Left Ventricle	0006566	667	531	BP-42662	RNA Extraction from Paxgene-derived Lysate Plate Based	08/23/2013	LCSET-5859	08/02/2014	TruSeq.v1	RNASEQ		0.980457	198186	0.980016	NA	0.988313	0.842888	NA	21532	1	NA	76	NA	0.00270666	267	0	94118100	0.0198396	5620160	95231100	7780130	NA	21547	46596900	NA	NA	0	0.137128	0.988313	0.833037	94118100	0.00402115	20801300	18613700	20745600	305	21107800	12220400	0.00335868	21117300	50.0113	0.059016	0.99617	NA	0	49.933
GTEX-ZDTS-1326-SM-6M462	1	C1	6.8	Heart	Heart - Left Ventricle	0006566	667	531	BP-42662	RNA Extraction from Paxgene-derived Lysate Plate Based	08/23/2013	LCSET-5861	08/08/2014	TruSeq.v1	EXCLUDE		0.994815	128397	0.98013	NA	0.996184	0.848073	NA	20411	1	NA	76	NA	0.00272613	194	0	73652900	0.0197315	4369990	73935100	10339800	NA	20424	36732900	NA	NA	0	0.132057	0.996184	0.844836	73652900	0.00369163	16426600	13237300	16421700	223	16437700	9144070	0.00320822	16502300	50.098	0.0591058	0.997553	NA	0	49.9927
GTEX-ZDTS-1426-SM-5K7WC	1	C1	6.7	Blood Vessel	Artery - Aorta	0001496	670	528	BP-45485	RNA Extraction from Paxgene-derived Lysate Plate Based	11/05/2013	LCSET-4818	03/13/2014	TruSeq.v1	RNASEQ		0.980792	373302	0.978053	NA	0.982421	0.812961	NA	23138	1	NA	76	NA	0.00445033	211	0	104050000	0.0215134	297061	105911000	8381330	NA	23162	51548400	NA	NA	0	0.165092	0.982421	0.79867	104050000	0.0052794	22653600	9783080	22632400	227	22781000	19503200	0.00486417	22685600	49.8951	0.00280481	0.984051	NA	0	49.9766
GTEX-ZDTT-0002-SM-4YUVO	NA	B1	NA	Blood	Whole Blood	0013756	-108	NA	BP-35714	DNA isolation_Whole Blood_QIAGEN Puregene (Manual)	02/04/2013	GTEx_Option_1_OM25_01	10/25/2013	Illumina OMNI SNP Array	OMNI		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GTEX-ZDTT-0002-SM-53UAP	NA	B1	NA	Blood	Whole Blood	0013756	-108	NA	BP-35714	DNA isolation_Whole Blood_QIAGEN Puregene (Manual)	02/04/2013	LCSET-4411	12/15/2013	Standard Exome Sequencing v3 (ICE)	WES		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GTEX-ZDTT-0002-SM-6UH3D	NA	B1	NA	Blood	Whole Blood	0013756	-108	NA	BP-35714	DNA isolation_Whole Blood_QIAGEN Puregene (Manual)	02/04/2013	LCSET-6032	09/22/2014	PCR+ 30x Coverage WGS v2 (HiSeqX)	WGS		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GTEX-ZDTT-0004-SM-4WKG3	NA	B1	10	Blood	Cells - EBV-transformed lymphocytes	EFO_0000572	-108	NA	BP-38039	RNA isolation_Trizol Manual (Cell Pellet)	04/22/2013	LCSET-4170	10/28/2013	TruSeq.v1	RNASEQ		0.991208	1071460	0.964876	NA	0.993028	0.794207	NA	22584	1	NA	76	NA	0.00221075	286	0	110538000	0.0346482	825769	111314000	8589320	NA	22615	55013100	NA	NA	0	0.170669	0.993028	0.78867	110538000	0.00283643	24504900	19371800	24573600	280	24634700	24518200	0.00252301	24645700	50.0112	0.00741834	0.994848	NA	0	50.07
GTEX-ZDTT-0006-SM-4WKFP	NA	B1	9.3	Blood	Whole Blood	0013756	-108	NA	BP-35729	RNA isolation_PAXgene Blood RNA (Manual)	02/04/2013	LCSET-4170	10/28/2013	TruSeq.v1	RNASEQ		0.990195	1228860	0.951423	NA	0.992262	0.791716	NA	20586	1	NA	76	NA	0.00236194	276	0	117514000	0.0479309	361785	118431000	9204100	NA	20602	58451800	NA	NA	0	0.159707	0.992262	0.78559	117514000	0.00326935	25446300	68601600	25745600	301	25825600	24062400	0.0028147	25629400	49.8094	0.00305482	0.994329	NA	0	50.2923
GTEX-ZDTT-0226-SM-4WKHM	0	B1	6.6	Blood Vessel	Artery - Aorta	0001496	93	450	BP-42662	RNA Extraction from Paxgene-derived Lysate Plate Based	08/23/2013	LCSET-4170	10/28/2013	TruSeq.v1	RNASEQ		0.99082	269120	0.97337	NA	0.993069	0.827597	NA	21175	1	NA	76	NA	0.00194954	131	0	57494600	0.0263138	326350	57895900	4549260	NA	21188	28593300	NA	NA	0	0.145773	0.993069	0.821861	57494600	0.00296037	12498500	5081200	12579300	145	12525200	9872260	0.00245381	12681600	50.3103	0.00563684	0.995318	NA	0	50.1611
GTEX-ZDTT-0326-SM-4WKF9	0	B1	8.3	Heart	Heart - Atrial Appendage	0006631	96	447	BP-42662	RNA Extraction from Paxgene-derived Lysate Plate Based	08/23/2013	LCSET-4170	10/28/2013	TruSeq.v1	RNASEQ		0.992027	405528	0.981566	NA	0.99416	0.864795	NA	21339	1	NA	76	NA	0.00190173	188	0	75398900	0.0181724	1732390	75841800	5496100	NA	21351	37496400	NA	NA	0	0.116771	0.99416	0.859744	75398900	0.0028373	16389700	10131700	16534000	208	16377700	12646000	0.00236851	16693600	50.4776	0.0228421	0.996292	NA	0	50.2193
GTEX-ZDTT-0726-SM-4WKFK	0	B1	8.6	Heart	Heart - Left Ventricle	0006566	103	440	BP-42588	RNA Extraction from Paxgene-derived Lysate Plate Based	08/22/2013	LCSET-4170	10/28/2013	TruSeq.v1	RNASEQ		0.9915	428816	0.985358	NA	0.993797	0.875885	NA	21013	1	NA	76	NA	0.00188696	371	0	116057000	0.0143756	2531180	116781000	8669800	NA	21026	57761000	NA	NA	0	0.109473	0.993797	0.870452	116057000	0.00257112	25351500	23290600	25651600	344	25561500	20082400	0.00222825	25671800	50.1076	0.0216746	0.996094	NA	0	50.2942
GTEX-ZDTT-2426-SM-4WKFX	1	B1	7.6	Blood Vessel	Artery - Tibial	0007610	178	365	BP-42662	RNA Extraction from Paxgene-derived Lysate Plate Based	08/23/2013	LCSET-4170	10/28/2013	TruSeq.v1	RNASEQ		0.991783	359879	0.973476	NA	0.993566	0.838115	NA	21670	1	NA	76	NA	0.00195881	169	0	76717800	0.0261267	279902	77214600	5827610	NA	21691	38185200	NA	NA	0	0.135361	0.993566	0.832722	76717800	0.00275881	16570200	7480520	16673200	183	16645900	14922500	0.00235809	16736500	50.1356	0.00362499	0.995349	NA	0	50.1548
